title,link,price,booking_date,star,cities,source
北海岸一日遊｜淡水老街＆獅頭山公園＆燭臺雙嶼＆金山老街｜台北出發,https://www.kkday.com/zh-tw/product/126109,1500,20220310,0,"[{'id': 'A01-001-00006', 'name': '新北市'}]",KKday
宜蘭 l 南澳 由在地人帶您走【朝陽國家步道】,https://www.kkday.com/zh-tw/product/126924,120,20220307,0,"[{'id': 'A01-001-00017', 'name': '宜蘭'}]",KKday
南投｜英語遊學冬令體驗營｜遊城堡＋紙藝DIY｜台北火車站出發｜15人成行,https://www.kkday.com/zh-tw/product/125593,2299,20220312,0,"[{'id': 'A01-001-00012', 'name': '南投'}]",KKday
桃園｜Xpark 水族館電子門票＆驚喜福袋｜宅配免運,https://www.kkday.com/zh-tw/product/116236,646,20220311,4.61,"[{'id': 'A01-001-00008', 'name': '桃園'}]",KKday
宜蘭頭城｜東北角台灣好行｜壯圍沙丘線｜壯圍文青,https://www.kkday.com/zh-tw/product/122555,155,20220314,0,"[{'id': 'A01-001-00017', 'name': '宜蘭'}]",KKday
【即買即用】台北｜teamLab門票｜未來遊樂園&與花共生的動物們,https://www.kkday.com/zh-tw/product/118293,380,,4.43,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
【限時6.3折優惠】台灣苗栗｜西湖渡假村｜童話糖果嘉年華｜雙人套票,https://www.kkday.com/zh-tw/product/115724,190,,4.37,"[{'id': 'A01-001-00010', 'name': '苗栗'}]",KKday
松菸展覽｜《湯姆貓與傑利鼠：來玩吧!! 》特展門票,https://www.kkday.com/zh-tw/product/124698,280,,4.41,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
【高鐵票85折優惠】高鐵國旅聯票單程車票＆《teamLab未來遊樂園&與花共生的動物們》門票,https://www.kkday.com/zh-tw/product/123825,410,,5,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
KKday獨家｜2022 經典重現梨山馬拉松&武嶺二日遊｜台中&台北出發,https://www.kkday.com/zh-tw/product/125935,6699,,0,"[{'id': 'A01-001-00002', 'name': '台中'}, {'id': 'A01-001-00001', 'name': '台北'}]",KKday
台灣台東 | 線上優惠79折 | 台東綺麗巨蛋樂園門票,https://www.kkday.com/zh-tw/product/115989,250,,4.57,"[{'id': 'A01-001-00018', 'name': '台東'}]",KKday
【KKday 優惠】台灣台南｜安平樹屋門票,https://www.kkday.com/zh-tw/product/104775,45,,4.83,"[{'id': 'A01-001-00003', 'name': '台南'}]",KKday
雲林｜劍湖山渡假大飯店住宿｜一泊一食・一泊二食,https://www.kkday.com/zh-tw/product/114000,2500,,4.54,"[{'id': 'A01-001-00013', 'name': '雲林'}]",KKday
【KKday獨家79折】teamLab未來遊樂園門票＆兒童新樂園一日樂fun券,https://www.kkday.com/zh-tw/product/118194,450,,4.61,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
新北八斗子｜深澳鐵道自行車 Rail Bike 門票,https://www.kkday.com/zh-tw/product/27378,150,,4.53,"[{'id': 'A01-001-00006', 'name': '新北市'}]",KKday
KKday線上獨家｜高雄淨園農場門票 Jing Yuan Fam & Leisure,https://www.kkday.com/zh-tw/product/101117,250,,4.64,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
【74折優惠】苗栗通霄飛牛牧場｜門票＆新鮮牛乳＆白布丁,https://www.kkday.com/zh-tw/product/101808,320,,4.79,"[{'id': 'A01-001-00010', 'name': '苗栗'}]",KKday
【1元抽獎】下單抽一年份遊玩金 / 晶華酒店一晚 / 日本來回機票！,https://www.kkday.com/zh-tw/product/125842,1,,4.95,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
專屬優惠85折起｜台東初鹿牧場半日體驗｜門票＆動物互動體驗,https://www.kkday.com/zh-tw/product/114427,300,,4.95,"[{'id': 'A01-001-00018', 'name': '台東'}]",KKday
台灣新竹｜青蛙石天空步道門票,https://www.kkday.com/zh-tw/product/101861,90,,4.55,"[{'id': 'A01-001-00009', 'name': '新竹'}]",KKday
【買一送一限量優惠】桃園台灣好行大溪快線體驗｜一日券車票｜Xpark 水族館門票／月眉單車／大溪美食,https://www.kkday.com/zh-tw/product/102962,300,,4.77,"[{'id': 'A01-001-00008', 'name': '桃園'}]",KKday
台灣南投｜清境小瑞士花園門票,https://www.kkday.com/zh-tw/product/114053,75,,4.28,"[{'id': 'A01-001-00012', 'name': '南投'}]",KKday
【早鳥買一送一】台南｜2022臺灣國際蘭展門票,https://www.kkday.com/zh-tw/product/26556,125,,4.75,"[{'id': 'A01-001-00003', 'name': '台南'}]",KKday
台灣南投｜清境小瑞士花園＋清境高空觀景步道套票,https://www.kkday.com/zh-tw/product/114059,110,,4.41,"[{'id': 'A01-001-00012', 'name': '南投'}]",KKday
台灣宜蘭｜蘭陽博物館常設展門票,https://www.kkday.com/zh-tw/product/101866,90,,4.76,"[{'id': 'A01-001-00017', 'name': '宜蘭'}]",KKday
【KKday獨家】OneOffs NFT 國際藝術博覽會,https://www.kkday.com/zh-tw/product/124523,150,,3.67,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台灣嘉義｜故宮南院門票＋鰲鼓溼地魚塭半日體驗,https://www.kkday.com/zh-tw/product/100520,490,,1,"[{'id': 'A01-001-00014', 'name': '嘉義'}]",KKday
台灣台南｜南瀛天文館組合3D套票,https://www.kkday.com/zh-tw/product/115400,220,,5,"[{'id': 'A01-001-00003', 'name': '台南'}]",KKday
花蓮｜新光兆豐休閒農場溫泉住宿｜小木屋含早餐＆門票｜須自行電話預約,https://www.kkday.com/zh-tw/product/103488,350,,4.11,"[{'id': 'A01-001-00005', 'name': '花蓮'}]",KKday
【台北最夯沈浸式五感體驗】明日俱樂部 CLUB Tomorrow 門票,https://www.kkday.com/zh-tw/product/37869,2000,,0,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
宜蘭五結｜綠舞日式主題園區一日體驗,https://www.kkday.com/zh-tw/product/122035,2098,,0,"[{'id': 'A01-001-00017', 'name': '宜蘭'}]",KKday
台灣台北｜國立故宮博物院 ＋ 圓山密道美食套票,https://www.kkday.com/zh-tw/product/101987,999,,3,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
【淡水著名旋轉式觀景設施】淡水情人塔觀景體驗門票,https://www.kkday.com/zh-tw/product/27405,130,,4.76,"[{'id': 'A01-001-00006', 'name': '新北市'}]",KKday
【贈送禮盒】南投溪頭自然教育園區門票套票,https://www.kkday.com/zh-tw/product/101934,200,,4.73,"[{'id': 'A01-001-00012', 'name': '南投'}]",KKday
臺北小巨蛋冰上樂園溜冰套票｜冰鞋＆護具＆手套,https://www.kkday.com/zh-tw/product/113897,380,,4.75,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台灣綠島溫泉體驗｜朝日溫泉門票｜電子入場券,https://www.kkday.com/zh-tw/product/103662,200,,4.75,"[{'id': 'A01-001-00023', 'name': '綠島'}]",KKday
【高雄藝術文化村】十鼓橋糖文創園區入場門票,https://www.kkday.com/zh-tw/product/23864,270,,4.66,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
【買一送一】台灣屏東｜雙流國家森林遊樂區門票｜平假日均可使用,https://www.kkday.com/zh-tw/product/100567,80,,4.9,"[{'id': 'A01-001-00015', 'name': '屏東'}]",KKday
全台唯一海陸空主題樂園｜台中麗寶樂園門票＋來回接駁專車,https://www.kkday.com/zh-tw/product/33698,400,,0,"[{'id': 'A01-001-00002', 'name': '台中'}]",KKday
【悠活日月潭海陸組合】日月潭船票＋自行車遊湖套票,https://www.kkday.com/zh-tw/product/30429,300,,4.71,"[{'id': 'A01-001-00012', 'name': '南投'}]",KKday
台北｜iPILOT 飛行體驗門票｜台北 101（需自行電話預約）,https://www.kkday.com/zh-tw/product/105682,699,,5,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
SKI SCHOOL | 高雄滑雪學校 | 高雄飄雪樂園,https://www.kkday.com/zh-tw/product/116050,500,,5,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
【高鐵票 85 折優惠】高鐵國旅聯票單程車票＆阿里山森林遊樂園區交通套票,https://www.kkday.com/zh-tw/product/124185,740,,3.5,"[{'id': 'A01-001-00014', 'name': '嘉義'}]",KKday
台灣嘉義｜ 阿里山國家森林遊樂區低碳暢遊 優惠套票,https://www.kkday.com/zh-tw/product/102882,400,,4.83,"[{'id': 'A01-001-00014', 'name': '嘉義'}]",KKday
【買一送一限量優惠】桃園台灣好行藍色公路體驗｜石門水庫線一日券／小烏來線一日券＋遊艇船票,https://www.kkday.com/zh-tw/product/27773,420,,4.07,"[{'id': 'A01-001-00008', 'name': '桃園'}]",KKday
日月潭忘憂組合｜日月潭遊湖船票＋纜車套票,https://www.kkday.com/zh-tw/product/30430,450,,4.81,"[{'id': 'A01-001-00012', 'name': '南投'}]",KKday
台灣新北｜淡水—八里來回船票+淡水—漁人碼頭來回船票+情人塔觀景台組合套票,https://www.kkday.com/zh-tw/product/104813,360,,0,"[{'id': 'A01-001-00006', 'name': '新北市'}]",KKday
台灣台北 | 臺北小巨蛋冰上樂園＆再春健康生活舘套票,https://www.kkday.com/zh-tw/product/115449,939,,0,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
【外國人限定電子票】南投清境農場青青草原＋小瑞士花園超值入園門票,https://www.kkday.com/zh-tw/product/26558,350,,4.23,"[{'id': 'A01-001-00012', 'name': '南投'}]",KKday
高雄好玩卡 Taiwan Pass｜高雄輕軌輕旅行一日遊好玩卡景點套票｜高雄捷運領取,https://www.kkday.com/zh-tw/product/39633,320,,0,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
台北 LGBT 彩虹友善酒吧 | Ｗonder Bar & Lounge 告別單身趴 | 單身聯誼入場券,https://www.kkday.com/zh-tw/product/113795,700,,1.5,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
【2022 台北跨年】101觀景台跨年煙火｜天際煙火趣跨年套票,https://www.kkday.com/zh-tw/product/123700,600,,4,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
【日月潭海陸空三合一】日月潭船票＋纜車＋自行車套票,https://www.kkday.com/zh-tw/product/30431,730,,4.61,"[{'id': 'A01-001-00012', 'name': '南投'}]",KKday
【KKday獨家】和平島公園｜換換氣－來一場逃避現實的小島之旅,https://www.kkday.com/zh-tw/product/121906,776,,3.17,"[{'id': 'A01-001-00026', 'name': '基隆'}]",KKday
【獨家限定】微醺台北雙層觀光巴士｜金色三麥啤酒・101觀景台門票,https://www.kkday.com/zh-tw/product/114346,299,,4.79,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
十鼓擊樂團 祈天鼓動｜台南十鼓仁糖文創園區｜夢糖劇場 隆重登場,https://www.kkday.com/zh-tw/product/125625,250,,0,"[{'id': 'A01-001-00003', 'name': '台南'}]",KKday
【2021繡球花季】陽明山花季｜高家繡球花田門票,https://www.kkday.com/zh-tw/product/39519,100,,4.87,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
雙層觀光巴士｜北海岸&淺水灣海上觀景平台-觀海之旅｜台北車站&淡水站出發｜兩人成行,https://www.kkday.com/zh-tw/product/123505,499,,0,"[{'id': 'A01-001-00006', 'name': '新北市'}]",KKday
台灣台中｜熊星氣墊樂園門票｜全台巡迴展,https://www.kkday.com/zh-tw/product/115192,499,,4.5,"[{'id': 'A01-001-00002', 'name': '台中'}]",KKday
台灣台北｜士林官邸正館門票,https://www.kkday.com/zh-tw/product/113867,95,,0,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台灣南投｜青青草原+清境高空步道｜外國人限定電子票,https://www.kkday.com/zh-tw/product/100605,200,,0,"[{'id': 'A01-001-00012', 'name': '南投'}]",KKday
高雄｜宮賞藝術飯店主題房＋暢玩鈴鹿賽道樂園｜親子住宿,https://www.kkday.com/zh-tw/product/18958,3580,,4.5,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
【兒童免費】台北北投文物館門票｜票價・開放時間・交通資訊,https://www.kkday.com/zh-tw/product/101964,120,,3.67,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台南新市｜國立臺灣史前文化博物館南科考古館門票,https://www.kkday.com/zh-tw/product/100547,80,,4.33,"[{'id': 'A01-001-00003', 'name': '台南'}]",KKday
【9折優惠】台中包車旅遊 | 精選人氣親子景點,https://www.kkday.com/zh-tw/product/114479,2900,,0,"[{'id': 'A01-001-00002', 'name': '台中'}]",KKday
【台灣景點套票】北北基好玩卡 - 景點暢遊版 （台北車站 / 松山機場領取）,https://www.kkday.com/zh-tw/product/34766,650,,1,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台灣台北｜石尚自然史博物館 ｜古生物導覽+挖掘體驗,https://www.kkday.com/zh-tw/product/116868,588,,5,"[{'id': 'A01-001-00006', 'name': '新北市'}]",KKday
台灣嘉義｜板陶窯入園門票（優惠抵用）,https://www.kkday.com/zh-tw/product/114010,90,,4,"[{'id': 'A01-001-00014', 'name': '嘉義'}]",KKday
台灣彰化｜水銡利觀光工廠門票・水龍頭 DIY、7D 電影院體驗,https://www.kkday.com/zh-tw/product/36466,140,,5,"[{'id': 'A01-001-00011', 'name': '彰化'}]",KKday
台北｜TOMICA小汽車 50 週年博覽會門票,https://www.kkday.com/zh-tw/product/104214,280,,4.5,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
【專業錄音室體驗】時光聲音-留下你最重要的回憶｜單曲錄製體驗 | 台北大安,https://www.kkday.com/zh-tw/product/119913,2999,,5,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台灣台南｜ 2020關子嶺溫泉美食節套票,https://www.kkday.com/zh-tw/product/102692,500,,3.27,"[{'id': 'A01-001-00003', 'name': '台南'}]",KKday
單車活動｜2021 一日北高、一日雙塔包車接駁服務,https://www.kkday.com/zh-tw/product/122522,1850,,5,"[{'id': 'A01-001-00006', 'name': '新北市'}]",KKday
【限量 1 元】台北展覽｜刀劍神域特展2022｜1元玩家好禮券,https://www.kkday.com/zh-tw/product/125967,1,,3.88,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台灣台北 | 內湖草莓園 | 野草花果有機農場 x 馬丁農夫 | 電子觀光入園券,https://www.kkday.com/zh-tw/product/116532,50,,0,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
【線上優惠】新北板橋｜奧斯丁夢想樂園門票套票,https://www.kkday.com/zh-tw/product/119071,530,,4.75,"[{'id': 'A01-001-00006', 'name': '新北市'}]",KKday
【外國人限定電子票】南投清境農場青青草原入園門票,https://www.kkday.com/zh-tw/product/26516,160,,4.66,"[{'id': 'A01-001-00012', 'name': '南投'}]",KKday
台中麗寶樂園 | 交通接駁車接送 | 台北出發,https://www.kkday.com/zh-tw/product/102946,600,,0,"[{'id': 'A01-001-00002', 'name': '台中'}]",KKday
內灣景點主題套票｜薰衣草森林、青蛙石天空步道、內灣商圈消費券,https://www.kkday.com/zh-tw/product/101833,299,,4,"[{'id': 'A01-001-00009', 'name': '新竹'}]",KKday
台灣桃園｜桃園揪搭興｜茶香時光-大溪老茶廠套票,https://www.kkday.com/zh-tw/product/102517,319,,0,"[{'id': 'A01-001-00008', 'name': '桃園'}]",KKday
【線上獨家76折】台南蘭都觀光工廠 DIY 體驗｜保養品觀光工廠,https://www.kkday.com/zh-tw/product/122841,190,,0,"[{'id': 'A01-001-00003', 'name': '台南'}]",KKday
【線上獨家95折】基隆海科館「海科把你冰起來」特展｜單人＆四人入園門票,https://www.kkday.com/zh-tw/product/123989,180,,1,"[{'id': 'A01-001-00026', 'name': '基隆'}]",KKday
北捷輕鬆遊｜台北動物園＆貓空纜車＆四哥的店餐飲券＆自來水博物館｜台北出發,https://www.kkday.com/zh-tw/product/103467,550,,0,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台灣台北｜自來水園區門票＆動物園＆貓空纜車雙程套票,https://www.kkday.com/zh-tw/product/102702,280,,5,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台灣台南｜馬沙溝海洋休閒運動渡假中心套票,https://www.kkday.com/zh-tw/product/102179,450,,4.67,"[{'id': 'A01-001-00003', 'name': '台南'}]",KKday
台灣新竹 | Escapeholics 新竹最好玩的室內遊樂場｜ 密室逃脫,https://www.kkday.com/zh-tw/product/102593,450,,0,"[{'id': 'A01-001-00009', 'name': '新竹'}]",KKday
【78折優惠】高雄前鎮｜萌萌豬兒童樂園｜極限挑戰王 怪獸森林主題氣墊樂園   入場門票,https://www.kkday.com/zh-tw/product/118916,180,,5,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
【限量優惠】台灣台南 | 台南萬國通路創意觀光工廠 | DIY存錢筒套票,https://www.kkday.com/zh-tw/product/113821,340,,0,"[{'id': 'A01-001-00003', 'name': '台南'}]",KKday
台灣嘉義｜阿里山國家森林遊樂區全票,https://www.kkday.com/zh-tw/product/102661,215,,4.88,"[{'id': 'A01-001-00014', 'name': '嘉義'}]",KKday
【Live Music】China Pa 中國父音樂餐廳｜台灣功夫料理,https://www.kkday.com/zh-tw/product/37560,720,,5,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
【KKday 線上9折優惠】台灣台南｜1661臺灣船園區門票,https://www.kkday.com/zh-tw/product/104776,27,,4.9,"[{'id': 'A01-001-00003', 'name': '台南'}]",KKday
【今秋最鬆】2019 LUCfest 貴人散步音樂節,https://www.kkday.com/zh-tw/product/28657,900,,4.14,"[{'id': 'A01-001-00003', 'name': '台南'}]",KKday
台東兩天一夜自由行｜入住台東桂田喜來登酒店,https://www.kkday.com/zh-tw/product/100300,6500,,0,"[{'id': 'A01-001-00018', 'name': '台東'}]",KKday
南投中台世界博物館門票 Chung Tai World Museum,https://www.kkday.com/zh-tw/product/100535,160,,5,"[{'id': 'A01-001-00012', 'name': '南投'}]",KKday
KKday 獨家｜新竹街口攻城獅｜2022 小獅子籃球冬令營,https://www.kkday.com/zh-tw/product/124601,9600,,5,"[{'id': 'A01-001-00009', 'name': '新竹'}]",KKday
【57折優惠】台灣桃園｜金格觀光工廠 - 卡司・蒂菈樂園｜門票＆DIY體驗｜贈伴手禮,https://www.kkday.com/zh-tw/product/122719,550,,2.5,"[{'id': 'A01-001-00008', 'name': '桃園'}]",KKday
台灣台北｜袖珍博物館 ＋ 美麗華百樂園摩天輪套票,https://www.kkday.com/zh-tw/product/114093,260,,4.9,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台灣南投｜Cona's妮娜巧克力夢想城堡＋日月潭纜車電子套票（贈日月潭遊湖船一日券),https://www.kkday.com/zh-tw/product/114124,540,,4.88,"[{'id': 'A01-001-00012', 'name': '南投'}]",KKday
台灣嘉義｜美景+美食強強聯票｜阿里山國家森林遊樂區全票＋經典必吃美食,https://www.kkday.com/zh-tw/product/102869,399,,4.29,"[{'id': 'A01-001-00014', 'name': '嘉義'}]",KKday
台灣台南｜台灣好行｜山博行線景點暢遊PASS,https://www.kkday.com/zh-tw/product/115535,100,,5,"[{'id': 'A01-001-00003', 'name': '台南'}]",KKday
台灣宜蘭｜宜蘭傳統藝術中心－青春照相館民初復古服飾體驗,https://www.kkday.com/zh-tw/product/100037,999,,0,"[{'id': 'A01-001-00017', 'name': '宜蘭'}, {'id': 'A01-001-00001', 'name': '台北'}]",KKday
單車旅遊82折｜深旅騎行太魯閣峽谷一日遊｜台北出發,https://www.kkday.com/zh-tw/product/105869,3288,,0,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
高雄好玩卡 Taiwan Pass | 高雄輕軌周遊二日券好玩卡景點套票｜QR Code,https://www.kkday.com/zh-tw/product/101756,990,,4.89,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
北捷輕鬆遊｜圓山飯店密道探險＆國立故宮博物院＆北投溫泉知性之旅,https://www.kkday.com/zh-tw/product/103473,1519,,0,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
【新竹北埔茶文化】佐京茶陶｜慢活三合院精緻茶席體驗,https://www.kkday.com/zh-tw/product/36278,1000,,0,"[{'id': 'A01-001-00009', 'name': '新竹'}]",KKday
台灣高雄｜科學工藝博物館常設展＆高雄捷運套票,https://www.kkday.com/zh-tw/product/102550,190,,0,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
台北｜粽邪怨靈鬼屋-儀式開始，生人勿近展覽門票,https://www.kkday.com/zh-tw/product/119082,300,,0,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台灣台北｜國立故宮博物院 ＋ 袖珍博物館套票,https://www.kkday.com/zh-tw/product/102010,280,,5,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台灣台北｜國立故宮博物院 × 美麗華百樂園摩天輪聯票,https://www.kkday.com/zh-tw/product/101931,280,,4.67,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
KKday  獨家｜ 台灣嘉義｜富邦悍將春訓限定｜『悍將抵嘉』,https://www.kkday.com/zh-tw/product/115106,2998,,4.67,"[{'id': 'A01-001-00014', 'name': '嘉義'}]",KKday
北捷輕鬆遊｜博物館＆小巨蛋＆饒河夜市＆101觀景台一日遊,https://www.kkday.com/zh-tw/product/103482,820,,0,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台北大直 | EnterSpace 密室逃脫 包場門票,https://www.kkday.com/zh-tw/product/39556,600,,0,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
【獨家優惠85折】台北公館｜洛德城堡水上樂園門票（全票＆學生票＆兒童票）,https://www.kkday.com/zh-tw/product/116966,299,,0,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
【展期最後一天・即買即用】台北｜2021 ITF台北國際旅展門票,https://www.kkday.com/zh-tw/product/122638,200,,4.75,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
【買一送一限量優惠】桃園台灣好行石門水庫線體驗｜一日券車票｜棒球名人堂抵用券／龍潭腳踏船＆下午茶,https://www.kkday.com/zh-tw/product/101389,320,,4.13,"[{'id': 'A01-001-00008', 'name': '桃園'}]",KKday
【88折優惠】桃園祥儀機器人夢工廠門票,https://www.kkday.com/zh-tw/product/113959,220,,3.6,"[{'id': 'A01-001-00008', 'name': '桃園'}]",KKday
台灣屏東｜E+Bike台灣最美海岸線 - 旭海｜捷安特旅行社單車旅遊,https://www.kkday.com/zh-tw/product/125413,15800,,0,"[{'id': 'A01-001-00015', 'name': '屏東'}]",KKday
台中麗寶國際賽車場｜第二屆麗寶賽道嘉年華看台區｜門票,https://www.kkday.com/zh-tw/product/123219,350,,4.17,"[{'id': 'A01-001-00002', 'name': '台中'}]",KKday
高雄好玩卡 Taiwan Pass | 高雄輕軌周遊二日券好玩卡景點套票｜高雄捷運領取,https://www.kkday.com/zh-tw/product/38512,990,,1,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
台東 | 熱氣球嘉年華 | VIP 區包車接駁 | 市區鹿野高台往返,https://www.kkday.com/zh-tw/product/119614,600,,0,"[{'id': 'A01-001-00018', 'name': '台東'}]",KKday
高雄好玩卡 Taiwan Pass | 旗津踩風二日好玩卡景點套票｜高雄捷運領取,https://www.kkday.com/zh-tw/product/39631,399,,0,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
【台北知性之旅】國立臺灣博物館＋袖珍博物館＋台北當代藝術館聯票,https://www.kkday.com/zh-tw/product/35634,280,,5,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
【台灣景點套票】南投好玩卡 Nantou Fun Pass（外國人限定）,https://www.kkday.com/zh-tw/product/32289,899,,3,"[{'id': 'A01-001-00012', 'name': '南投'}]",KKday
台北展覽｜蕩寇誌之終極英雄｜全台首創劇場表演轉譯為虛實影像全沉浸體驗展,https://www.kkday.com/zh-tw/product/125130,290,,0,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
期間限定優惠｜台灣高雄｜親子體驗｜紅頂穀創穀物文創樂園雙人體驗套票,https://www.kkday.com/zh-tw/product/114664,310,,0,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
【雙11限時優惠】台灣台中｜麗寶樂園渡假區探索世界一日票＋漢堡王勁濃安格斯牛肉堡套餐雙人組,https://www.kkday.com/zh-tw/product/104378,1311,,0,"[{'id': 'A01-001-00002', 'name': '台中'}]",KKday
台灣屏東 | 可茵山可可莊園半日遊 | 巧克力DIY ＋手作香皂 ＋特色巧克力火鍋,https://www.kkday.com/zh-tw/product/103495,1100,,0,"[{'id': 'A01-001-00015', 'name': '屏東'}]",KKday
台灣基隆｜基隆小鎮散步漫遊｜北北基好玩卡交通票卡、樂品喜塘午茶套餐兌換券、和平島門票兌換券,https://www.kkday.com/zh-tw/product/102850,399,,0,"[{'id': 'A01-001-00026', 'name': '基隆'}]",KKday
台灣台北｜自來水園區門票＆貓空纜車雙程套票,https://www.kkday.com/zh-tw/product/102682,160,,4,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台灣台北｜臺北戲棚傳統藝術表演門票,https://www.kkday.com/zh-tw/product/18141,470,,4.67,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台灣高雄｜駁二VR體驗套票,https://www.kkday.com/zh-tw/product/102516,427,,0,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
高雄好玩卡 Taiwan Pass｜陸海空好玩卡景點套票｜高雄捷運領取,https://www.kkday.com/zh-tw/product/39588,599,,0,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
台灣｜南屯｜飛行模擬機體驗,https://www.kkday.com/zh-tw/product/101312,1500,,0,"[{'id': 'A01-001-00012', 'name': '南投'}]",KKday
台灣台北｜自來水園區門票＆動物園套票,https://www.kkday.com/zh-tw/product/102659,100,,0,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
小資旅遊推薦｜台中落羽松一日遊／二日遊｜泰安落雨松＆宮原眼科＆彩虹眷村｜入住台北喜來登／天成文旅華山町｜台北出發,https://www.kkday.com/zh-tw/product/105443,999,,5,"[{'id': 'A01-001-00002', 'name': '台中'}]",KKday
台灣宜蘭｜悠遊東北角｜巴士、蘭陽博物館套票,https://www.kkday.com/zh-tw/product/101828,155,,0,"[{'id': 'A01-001-00017', 'name': '宜蘭'}]",KKday
高雄好玩卡 Taiwan Pass｜訪河遊港一日遊好玩卡景點套票｜高雄捷運領取,https://www.kkday.com/zh-tw/product/39587,299,,0,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
台北華山文創園區｜聲音的建築展門票,https://www.kkday.com/zh-tw/product/115281,350,,4.38,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台北｜冰雪奇緣夢幻特展門票,https://www.kkday.com/zh-tw/product/103876,350,,4.43,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
KKday 獨家｜新竹街口攻城獅｜2021 小獅子籃球夏令營,https://www.kkday.com/zh-tw/product/119229,12000,,0,"[{'id': 'A01-001-00009', 'name': '新竹'}]",KKday
國人限定 | 國立故宮博物院 × 臺北市立動物園聯票,https://www.kkday.com/zh-tw/product/101873,195,,5,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台灣台東｜海邊舟舟 SUP立槳 & 獨木舟太平洋親水體驗｜台東石雨傘,https://www.kkday.com/zh-tw/product/116676,1880,,5,"[{'id': 'A01-001-00018', 'name': '台東'}]",KKday
KKday獨家｜順益台灣美術館｜電子憑證兌換,https://www.kkday.com/zh-tw/product/122985,100,,4,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
【2021 熱氣球嘉年華】台東市區 - 鹿野高台來回共乘接駁｜限時優惠,https://www.kkday.com/zh-tw/product/116304,800,,0,"[{'id': 'A01-001-00018', 'name': '台東'}]",KKday
