title,link,price,booking_date,star,cities,source
【2022櫻花季】嘉義阿里山 | 優遊吧斯鄒族文化部落 YUYUPAS Cultural Park 門票,https://www.kkday.com/zh-tw/product/100306,50,20220306,4.76,"[{'id': 'A01-001-00014', 'name': '嘉義'}]",KKday
【線上獨家5折】台灣桃園｜巧克力共和國 DIY 體驗套票＆零食組合｜觀光工廠,https://www.kkday.com/zh-tw/product/123459,90,20220306,4.33,"[{'id': 'A01-001-00008', 'name': '桃園'}]",KKday
2022櫻花季｜武界( 滿江紅 ) & 奧萬大 & 曲冰遺址一日遊 ｜台中市區出發,https://www.kkday.com/zh-tw/product/105417,1199,20220307,4.63,"[{'id': 'A01-001-00002', 'name': '台中'}, {'id': 'A01-001-00012', 'name': '南投'}]",KKday
【宜蘭蘇澳】安永心食館門票｜親子手作DIY超值組合套票,https://www.kkday.com/zh-tw/product/101914,200,20220306,4.63,"[{'id': 'A01-001-00017', 'name': '宜蘭'}]",KKday
台灣 | 遊戲愛樂園平假日通用樂園門票,https://www.kkday.com/zh-tw/product/126588,360,20220306,0,"[{'id': 'A01-001-00001', 'name': '台北'}, {'id': 'A01-001-00008', 'name': '桃園'}, {'id': 'A01-001-00002', 'name': '台中'}, {'id': 'A01-001-00003', 'name': '台南'}, {'id': 'A01-001-00004', 'name': '高雄'}, {'id': 'A01-001-00009', 'name': '新竹'}]",KKday
【買一送一】花蓮壽豐｜池南國家森林遊樂區門票,https://www.kkday.com/zh-tw/product/100559,40,20220306,4.58,"[{'id': 'A01-001-00005', 'name': '花蓮'}]",KKday
新北市淡水｜淡水阿熊勇闖歡樂島｜北台灣最大最好玩的親子體能館,https://www.kkday.com/zh-tw/product/116596,499,20220306,4.8,"[{'id': 'A01-001-00006', 'name': '新北市'}]",KKday
【KKday獨家】新竹關西｜台紅茶業文化館｜門票＆導覽．審茶體驗,https://www.kkday.com/zh-tw/product/120741,200,20220311,5,"[{'id': 'A01-001-00009', 'name': '新竹'}]",KKday
【高鐵票 75 折優惠】高鐵國旅聯票單程車票＆九族文化村門票&贈日月潭纜車票,https://www.kkday.com/zh-tw/product/118949,845,20220306,5,"[{'id': 'A01-001-00012', 'name': '南投'}]",KKday
高雄親子館｜kid's建築樂園高雄夢時代店平假日通用樂園門票,https://www.kkday.com/zh-tw/product/126602,100,20220306,0,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
【春遊野餐節】新竹｜福華大飯店住宿｜含早餐｜可加購六福村或綠世界生態農場門票,https://www.kkday.com/zh-tw/product/124545,3300,20220308,5,"[{'id': 'A01-001-00009', 'name': '新竹'}]",KKday
【KKday 優惠】台灣台南｜億載金城門票,https://www.kkday.com/zh-tw/product/104778,45,20220306,4.62,"[{'id': 'A01-001-00003', 'name': '台南'}]",KKday
【台北淡水必訪歷史建築】淡水古蹟博物館電子門票,https://www.kkday.com/zh-tw/product/30458,80,20220306,4.7,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
【KKday 獨家 95 折】台灣宜蘭｜天使星夢渡假村入園券,https://www.kkday.com/zh-tw/product/125832,190,20220306,5,"[{'id': 'A01-001-00017', 'name': '宜蘭'}]",KKday
台灣宜蘭 | 星寶．鄉間小路體驗農場 | 迷你驢 & 梅花鹿近距離互動,https://www.kkday.com/zh-tw/product/115956,200,20220306,4.72,"[{'id': 'A01-001-00017', 'name': '宜蘭'}]",KKday
【2022澎湖花火節】澎湖｜花火節限定花火船：馬公・七美・望安｜南海遊客中心出發,https://www.kkday.com/zh-tw/product/115926,350,20220425,5,"[{'id': 'A01-001-00019', 'name': '澎湖'}]",KKday
【超值組合套票】花蓮賞鯨｜鯨世界賞鯨＋遠雄海洋公園門票,https://www.kkday.com/zh-tw/product/119287,1490,20220307,4.71,"[{'id': 'A01-001-00005', 'name': '花蓮'}]",KKday
台北內湖｜Craftzy Sports 滑雪模擬體驗,https://www.kkday.com/zh-tw/product/100277,850,20220309,5,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台灣台南｜台南貨櫃公園門票,https://www.kkday.com/zh-tw/product/125654,50,20220306,4.8,"[{'id': 'A01-001-00003', 'name': '台南'}]",KKday
新北八里｜卡滋爆米花觀光工廠樂園門票．DIY 套票,https://www.kkday.com/zh-tw/product/104312,250,20220309,4.5,"[{'id': 'A01-001-00006', 'name': '新北市'}]",KKday
台北展覽｜大昆蟲展 我要當昆蟲王｜含兒童新樂園入園門票,https://www.kkday.com/zh-tw/product/123051,300,20220306,4.14,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
【高鐵票 75 折優惠】高鐵國旅聯票單程車票＆台中麗寶樂園渡假區門票,https://www.kkday.com/zh-tw/product/118905,845,20220306,2,"[{'id': 'A01-001-00002', 'name': '台中'}]",KKday
台灣台北｜LOST 密室逃脫門票 台北忠孝店,https://www.kkday.com/zh-tw/product/36003,500,20220307,4.82,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
【高鐵票 75 折優惠】高鐵國旅聯票單程車票＆小琉球鹿粼梅花鹿園區門票,https://www.kkday.com/zh-tw/product/123964,335,20220306,5,"[{'id': 'A01-001-00024', 'name': '小琉球'}]",KKday
宜蘭蘇澳｜Robert Y瘋狂夢想藝術園區門票套票,https://www.kkday.com/zh-tw/product/35403,200,20220306,4.31,"[{'id': 'A01-001-00017', 'name': '宜蘭'}]",KKday
【高鐵票 75 折優惠】高鐵國旅聯票單程車票＆新竹綠世界生態農場入場門票（加贈化石先生贈禮）,https://www.kkday.com/zh-tw/product/123937,455,20220308,4,"[{'id': 'A01-001-00009', 'name': '新竹'}]",KKday
高雄駁二展覽｜聚膠行動 #TapeArt 2.0 @KAOHSIUNG,https://www.kkday.com/zh-tw/product/125338,350,20220306,4.5,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
【85折優惠】花蓮新城 | 光隆博物館門票 + 產業DIY體驗套票,https://www.kkday.com/zh-tw/product/102280,260,20220307,5,"[{'id': 'A01-001-00005', 'name': '花蓮'}]",KKday
台灣台南｜永樂町鼓茶樓饗宴＋Live秀,https://www.kkday.com/zh-tw/product/27781,399,20220312,4.91,"[{'id': 'A01-001-00003', 'name': '台南'}]",KKday
高鐵假期｜屏東二日遊｜夜宿國立海洋生物博物館,https://www.kkday.com/zh-tw/product/126843,3472,20220313,0,"[{'id': 'A01-001-00015', 'name': '屏東'}]",KKday
花蓮遠雄海洋公園往返接駁｜花蓮市區出發,https://www.kkday.com/zh-tw/product/368,200,20220309,4.71,"[{'id': 'A01-001-00005', 'name': '花蓮'}]",KKday
台灣台南｜奇美博物館實境遊戲,https://www.kkday.com/zh-tw/product/102616,1500,20220306,4.72,"[{'id': 'A01-001-00003', 'name': '台南'}]",KKday
台灣台北 | 貓空纜車來回車票＋兒童新樂園一日樂FUN券套票,https://www.kkday.com/zh-tw/product/115226,360,20220307,5,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
高鐵假期｜高雄二日遊｜義大遊樂世界／SKM大魯閣鈴鹿賽道 & 高雄捷運一日票,https://www.kkday.com/zh-tw/product/126807,1310,20220313,0,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
台灣樂園接駁車｜住家往返，直達六福村、小人國樂園,https://www.kkday.com/zh-tw/product/101499,950,20220307,4.9,"[{'id': 'A01-001-00009', 'name': '新竹'}, {'id': 'A01-001-00001', 'name': '台北'}, {'id': 'A01-001-00008', 'name': '桃園'}, {'id': 'A01-001-00006', 'name': '新北市'}]",KKday
台灣台北｜LOST 密室逃脫門票 台北西門店,https://www.kkday.com/zh-tw/product/28349,500,20220307,4.74,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
【高鐵票 85 折優惠】高鐵國旅聯票單程車票＆台北袖珍博物館電子門票,https://www.kkday.com/zh-tw/product/124260,255,20220306,4.89,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台灣宜蘭｜溪和水產觀光工廠門票｜普通票・優待票（即買即用）,https://www.kkday.com/zh-tw/product/127208,100,20220307,0,"[{'id': 'A01-001-00017', 'name': '宜蘭'}]",KKday
高鐵假期｜屏東二日遊｜夜宿國立海洋生物博物館 & 小墾丁渡假村,https://www.kkday.com/zh-tw/product/126845,4522,20220313,0,"[{'id': 'A01-001-00015', 'name': '屏東'}]",KKday
"KKday專屬優惠｜彰化魔菇部落休閒農場｜雙人＆家庭套票（種菇DIY體驗, 魔菇披薩）",https://www.kkday.com/zh-tw/product/121551,649,20220312,4.71,"[{'id': 'A01-001-00011', 'name': '彰化'}]",KKday
【KKday x 小王子獨家】｜ citizenM 世民酒店｜小王子的藝想世界 75 週年特展｜雙人房住宿贈門票＆週邊商品,https://www.kkday.com/zh-tw/product/125424,2300,20220309,5,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台灣桃園｜名人堂圓形劇場門票｜親子參與式喜劇,https://www.kkday.com/zh-tw/product/115428,350,20220306,4.89,"[{'id': 'A01-001-00008', 'name': '桃園'}]",KKday
台灣士林｜順益台灣原住民博物館套票｜快速入館,https://www.kkday.com/zh-tw/product/3220,150,20220306,4.28,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台灣墾丁｜恐龍賽車場｜F1 卡丁車＆瑪莉歐甩尾車＆生存對戰漆彈水彈,https://www.kkday.com/zh-tw/product/114702,250,20220307,4.5,"[{'id': 'A01-001-00016', 'name': '墾丁'}]",KKday
屏東墾丁｜墾草趣草食生態園區｜入園門票,https://www.kkday.com/zh-tw/product/104967,160,20220308,4.6,"[{'id': 'A01-001-00015', 'name': '屏東'}]",KKday
【優惠下殺5折起】遠雄海洋公園接駁車｜直達遊樂園，保證出發,https://www.kkday.com/zh-tw/product/114599,369,20220307,4.68,"[{'id': 'A01-001-00005', 'name': '花蓮'}]",KKday
台灣樂園接駁車｜住家往返，直達小叮噹科學主題園區,https://www.kkday.com/zh-tw/product/103526,950,20220307,5,"[{'id': 'A01-001-00009', 'name': '新竹'}]",KKday
屏東大鵬灣｜經典遊艇遊湖｜烤鮮蚵吃到爽體驗｜贈丹堤咖啡折價券（限大鵬灣店使用）,https://www.kkday.com/zh-tw/product/123313,200,20220306,4.67,"[{'id': 'A01-001-00015', 'name': '屏東'}]",KKday
台東布農部落休閒農場｜獵人套票,https://www.kkday.com/zh-tw/product/116234,750,20220307,3,"[{'id': 'A01-001-00018', 'name': '台東'}]",KKday
【獨家9折】Xpark＆國立故宮博物院｜雙展聯票,https://www.kkday.com/zh-tw/product/125616,640,20220307,5,"[{'id': 'A01-001-00001', 'name': '台北'}, {'id': 'A01-001-00008', 'name': '桃園'}, {'id': 'A01-001-00014', 'name': '嘉義'}]",KKday
【KKday x 小王子獨家】台北神旺大飯店｜小王子的藝想世界 75 週年特展｜雙人房住宿贈門票＆週邊商品,https://www.kkday.com/zh-tw/product/126806,2888,20220308,0,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
【高鐵票 85 折優惠】高鐵國旅聯票單程車票＆國立故宮博物院門票,https://www.kkday.com/zh-tw/product/124174,180,20220306,4.83,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
桃園平鎮｜蛋寶生技不老村門票,https://www.kkday.com/zh-tw/product/115747,150,20220306,4,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
【即買即用】駁二展覽｜屁屁偵探特展高雄篇門票,https://www.kkday.com/zh-tw/product/124620,320,20220306,4.67,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
【2022藍眼淚季節】KKday線上獨家｜台灣馬祖｜島嶼探索體驗｜秘密坑道導覽&下午茶套餐,https://www.kkday.com/zh-tw/product/123960,500,20220308,0,"[{'id': 'A01-001-00021', 'name': '馬祖'}]",KKday
【9折優惠】台南｜水交社文化園區門票,https://www.kkday.com/zh-tw/product/105046,45,20220306,4.5,"[{'id': 'A01-001-00003', 'name': '台南'}]",KKday
獨家優惠76折 | 苗栗南庄巴巴坑道休閒礦場 | 入園門票 & 礦坑體驗＆蔥油雞套餐,https://www.kkday.com/zh-tw/product/122762,415,20220307,3.6,"[{'id': 'A01-001-00010', 'name': '苗栗'}]",KKday
【KKday x 小王子獨家】台北｜華山文旅｜小王子的藝想世界 75 週年特展｜雙人房住宿贈門票＆週邊商品｜鄰近華山文創園區,https://www.kkday.com/zh-tw/product/119108,2621,20220308,5,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
【線上優惠9折】新北｜世界宗教博物館 ｜All in One 門票＆世界宗教和諧卡,https://www.kkday.com/zh-tw/product/120273,270,20220308,4.6,"[{'id': 'A01-001-00006', 'name': '新北市'}]",KKday
【嘉義親子景點推薦】愛木村觀光工廠入園門票／木作體驗,https://www.kkday.com/zh-tw/product/32092,100,20220306,4.53,"[{'id': 'A01-001-00014', 'name': '嘉義'}]",KKday
宜蘭｜玉兔鉛筆學校門票（含導覽＆鉛筆DIY手作課程）,https://www.kkday.com/zh-tw/product/100261,150,20220308,4.89,"[{'id': 'A01-001-00017', 'name': '宜蘭'}]",KKday
台南｜奇美食品幸福工廠門票．DIY手作,https://www.kkday.com/zh-tw/product/103400,50,20220306,4.2,"[{'id': 'A01-001-00003', 'name': '台南'}]",KKday
【墾丁陸上活動】南灣草地雙人飛球體驗,https://www.kkday.com/zh-tw/product/1672,333,20220308,4.59,"[{'id': 'A01-001-00016', 'name': '墾丁'}]",KKday
【KKday x 小王子獨家】台北｜台北老爺大酒店｜小王子的藝想世界 75 週年特展｜雙人房住宿贈門票＆週邊商品,https://www.kkday.com/zh-tw/product/119700,2916,20220309,5,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
屏東墾丁｜鬼屋之藍色魅影入場門票｜全新改裝 2.0,https://www.kkday.com/zh-tw/product/104919,230,20220308,5,"[{'id': 'A01-001-00016', 'name': '墾丁'}]",KKday
台灣嘉義｜嘉義大學組合套票｜昆蟲館・咖啡學園,https://www.kkday.com/zh-tw/product/102051,150,20220309,4.62,"[{'id': 'A01-001-00014', 'name': '嘉義'}]",KKday
台灣嘉義｜昭和J18史蹟資料館｜門票、和服體驗、日式茶席體驗、餐點（即買即用）,https://www.kkday.com/zh-tw/product/121578,60,20220308,4.56,"[{'id': 'A01-001-00014', 'name': '嘉義'}]",KKday
【淡海輕軌遇上幾米】淡海輕軌1日票 |  輕軌1日任你搭,https://www.kkday.com/zh-tw/product/101081,50,,4.75,"[{'id': 'A01-001-00006', 'name': '新北市'}]",KKday
【高鐵票 75 折優惠】高鐵國旅聯票來回車票＆屏東國立海洋生物博物館門票,https://www.kkday.com/zh-tw/product/105122,670,20220306,4.89,"[{'id': 'A01-001-00015', 'name': '屏東'}]",KKday
【華信好運GO】金門春日超值3-5日遊｜華信假期飛機來回+自駕48HR｜台北/台中/高雄出發,https://www.kkday.com/zh-tw/product/103003,3200,20220313,3.67,"[{'id': 'A01-001-00020', 'name': '金門'}]",KKday
【高鐵票 75 折優惠】高鐵國旅聯票來回車票 ＆ 雲林劍湖山世界主題樂園電子門票,https://www.kkday.com/zh-tw/product/115953,610,20220306,5,"[{'id': 'A01-001-00013', 'name': '雲林'}]",KKday
東北角台灣好行｜黃金福隆線｜九份住一晚｜雙人套票限定,https://www.kkday.com/zh-tw/product/122558,1250,20220310,1,"[{'id': 'A01-001-00017', 'name': '宜蘭'}]",KKday
新北九份｜金瓜石黃金博物館門票,https://www.kkday.com/zh-tw/product/26685,80,,3.96,"[{'id': 'A01-001-00006', 'name': '新北市'}]",KKday
【高鐵票 75 折優惠】高鐵國旅聯票單程車票＆台中幻覺博物館門票,https://www.kkday.com/zh-tw/product/124107,475,20220315,0,"[{'id': 'A01-001-00002', 'name': '台中'}]",KKday
【天天出發｜4 人成行】南投 2 日遊｜九族文化村＆清境農場｜台北＆台中出發,https://www.kkday.com/zh-tw/product/116595,4100,20220319,0,"[{'id': 'A01-001-00012', 'name': '南投'}]",KKday
【享樂券】奧斯丁夢想樂園 SKM PARK 門票｜高雄草衙道店,https://www.kkday.com/zh-tw/product/122075,549,20220307,4.67,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
【高鐵票 75 折優惠】高鐵國旅聯票單程車票＆新竹六福村主題樂園門票,https://www.kkday.com/zh-tw/product/118946,794,20220306,0,"[{'id': 'A01-001-00009', 'name': '新竹'}]",KKday
【KKday x 小王子獨家】台北｜台北福華大飯店｜小王子的藝想世界 75 週年特展｜雙人房住宿贈門票＆週邊商品,https://www.kkday.com/zh-tw/product/121356,3299,20220307,4.64,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台灣高雄｜國際級纜繩滑水 蓮池潭滑水主題樂園體驗門票,https://www.kkday.com/zh-tw/product/23797,200,20220307,4.63,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
【高鐵票 75 折優惠】高鐵國旅聯票來回車票＆台中麗寶樂園渡假區門票,https://www.kkday.com/zh-tw/product/105120,940,20220306,4.88,"[{'id': 'A01-001-00002', 'name': '台中'}]",KKday
屏東｜粮田集市門票・消費抵用券・帳篷預訂,https://www.kkday.com/zh-tw/product/120313,150,20220306,5,"[{'id': 'A01-001-00015', 'name': '屏東'}]",KKday
【66折優惠】彈跳床體驗｜Air Gene空氣基因健身育樂中心,https://www.kkday.com/zh-tw/product/115151,250,20220307,4.67,"[{'id': 'A01-001-00002', 'name': '台中'}, {'id': 'A01-001-00003', 'name': '台南'}]",KKday
台中麗寶馬拉灣海陸雙樂園一日遊｜台中出發,https://www.kkday.com/zh-tw/product/6253,1380,20220310,4,"[{'id': 'A01-001-00002', 'name': '台中'}, {'id': 'A01-001-00012', 'name': '南投'}]",KKday
高雄景點｜HoloPark 光禹浮空劇院門票｜全息動感光影秀,https://www.kkday.com/zh-tw/product/123976,299,20220309,3,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
【台灣在地小農】樹合苑TreeHope導覽＋附贈一杯飲品,https://www.kkday.com/zh-tw/product/23061,222,20220310,0,"[{'id': 'A01-001-00002', 'name': '台中'}]",KKday
【高鐵票 75 折優惠】高鐵國旅聯票單程車票＆高雄 i-Ride KAOHSIUNG 飛行劇院體驗,https://www.kkday.com/zh-tw/product/118943,1104,20220306,0,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
台南奇美博物館｜台南市區 - 奇美博物館單趟接駁｜私人包車,https://www.kkday.com/zh-tw/product/116049,450,20220309,4.67,"[{'id': 'A01-001-00003', 'name': '台南'}]",KKday
【高鐵票 75 折優惠】高鐵國旅聯票單程車票＆雲林劍湖山世界主題樂園門票,https://www.kkday.com/zh-tw/product/118942,530,20220306,2,"[{'id': 'A01-001-00013', 'name': '雲林'}]",KKday
【高鐵票 75 折優惠】高鐵國旅聯票來回車票＆新竹六福村主題樂園門票,https://www.kkday.com/zh-tw/product/105149,899,20220306,1,"[{'id': 'A01-001-00009', 'name': '新竹'}]",KKday
台灣|桃園新屋半日遊騎遊| 暢遊趣踏稻浪x輪轉海岸x太平洋自行車博物館參觀,https://www.kkday.com/zh-tw/product/114534,699,20220312,0,"[{'id': 'A01-001-00008', 'name': '桃園'}]",KKday
【高鐵票 75 折優惠】高鐵國旅聯票單程車票＆高雄義大遊樂世界超值入園門票,https://www.kkday.com/zh-tw/product/119096,804,,0,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
【獨家91折：卡娜赫拉套票】台灣花蓮 | 遠雄海洋公園親親海豚/海獅體驗（含入園門票）,https://www.kkday.com/zh-tw/product/123719,2800,20220314,5,"[{'id': 'A01-001-00005', 'name': '花蓮'}]",KKday
【高鐵票 75 折優惠】高鐵國旅聯票單程車票＆台南永樂町鼓茶樓套票,https://www.kkday.com/zh-tw/product/123845,605,20220312,5,"[{'id': 'A01-001-00003', 'name': '台南'}]",KKday
台灣平溪｜新平溪煤礦博物園區門票,https://www.kkday.com/zh-tw/product/100589,200,20220309,5,"[{'id': 'A01-001-00007', 'name': '平溪'}]",KKday
台灣台東｜台東市自行車租借・單車租借｜捷安特台東站,https://www.kkday.com/zh-tw/product/121367,290,20220309,0,"[{'id': 'A01-001-00018', 'name': '台東'}]",KKday
【台北經典景點門票】故宮＋士林官邸聯票,https://www.kkday.com/zh-tw/product/30457,450,20220306,4,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
KKday獨家67折｜高雄岡山台灣滷味博物館｜滷味 DIY 體驗＆伴手禮,https://www.kkday.com/zh-tw/product/121717,650,20220307,1,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
【高鐵票 85 折優惠】高鐵國旅聯票來回車票＆台北 i-Ride TAIPEI 飛行劇院 飛越系列雙部影片體驗門票,https://www.kkday.com/zh-tw/product/105141,1020,20220306,0,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
【高鐵票 75 折優惠】高鐵國旅聯票單程車票＆宜蘭奇麗灣珍奶文化館 珍奶手搖DIY體驗,https://www.kkday.com/zh-tw/product/123835,605,20220306,0,"[{'id': 'A01-001-00017', 'name': '宜蘭'}]",KKday
【高鐵票 75 折優惠】高鐵國旅聯票來回車票＆桃園巧虎夢想樂園門票（假日時段）,https://www.kkday.com/zh-tw/product/118435,340,20220312,0,"[{'id': 'A01-001-00008', 'name': '桃園'}]",KKday
【親子優惠】桃園新屋｜太平洋自行車博物館門票套票,https://www.kkday.com/zh-tw/product/114535,280,20220308,0,"[{'id': 'A01-001-00008', 'name': '桃園'}]",KKday
【高鐵票 85 折優惠】高鐵國旅聯票單程車票＆SNOWTOWN雪樂地門票｜2022農曆新年走春,https://www.kkday.com/zh-tw/product/123376,415,,0,"[{'id': 'A01-001-00002', 'name': '台中'}]",KKday
【高鐵票 75 折優惠】高鐵國旅聯票來回車票 & 台中異想新樂園 - 宙影幻鏡-傳奇 | 假日四區套票,https://www.kkday.com/zh-tw/product/119280,819,20220306,0,"[{'id': 'A01-001-00002', 'name': '台中'}]",KKday
【台北按摩推薦】Aset 愛西斯美容 SPA 券（需電話預約）,https://www.kkday.com/zh-tw/product/31467,1699,20220306,0,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
高雄夢時代樹屋公園店｜遊戲愛樂園｜來自日本最受歡迎兒童遊樂園,https://www.kkday.com/zh-tw/product/124675,338,20220306,0,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
台灣高雄｜FLOMO 富樂夢橡皮擦觀光工廠門票＋超值 DIY 體驗,https://www.kkday.com/zh-tw/product/103313,79,20220306,5,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
台灣高雄｜夢罟工作室 密室逃脫 包場門票 （需自行預約場次）,https://www.kkday.com/zh-tw/product/102304,1400,20220308,5,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
【高鐵票85折優惠】高鐵國旅聯票來回車票＆桃園巧虎夢想樂園門票（平日時段）,https://www.kkday.com/zh-tw/product/118416,370,20220308,0,"[{'id': 'A01-001-00008', 'name': '桃園'}]",KKday
台灣花東｜單車花東縱騎・寄情山海｜捷安特旅行社單車旅遊,https://www.kkday.com/zh-tw/product/125382,7900,20220416,0,"[{'id': 'A01-001-00005', 'name': '花蓮'}, {'id': 'A01-001-00018', 'name': '台東'}]",KKday
【平溪獨特體驗】波麗士天燈館電子天燈券,https://www.kkday.com/zh-tw/product/30613,150,20220306,0,"[{'id': 'A01-001-00006', 'name': '新北市'}]",KKday
【高鐵票 85 折優惠】高鐵國旅聯票單程車票＆台南走馬瀨農場套票,https://www.kkday.com/zh-tw/product/124524,414,20220306,0,"[{'id': 'A01-001-00003', 'name': '台南'}]",KKday
【線上優惠75折】台灣高雄｜彪琥台灣鞋故事館｜門票・DIY 體驗,https://www.kkday.com/zh-tw/product/116741,150,20220309,0,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
【限時7折】臺灣桃園機場貴賓室 | 第二航廈 | 東方宇逸貴賓室,https://www.kkday.com/zh-tw/product/35197,1300,20220306,5,"[{'id': 'A01-001-00008', 'name': '桃園'}, {'id': 'A01-001-00001', 'name': '台北'}]",KKday
KKday獨家方案｜台北練健康一對一舉重 ＆樂齡親子課程,https://www.kkday.com/zh-tw/product/101103,588,20220307,0,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
【享樂券】台灣宜蘭 | 博士鴨觀光工廠 Dr. Duck 手作 DIY 體驗（需電話預約）,https://www.kkday.com/zh-tw/product/102940,199,20220307,5,"[{'id': 'A01-001-00017', 'name': '宜蘭'}]",KKday
宜蘭頭城｜東北角台灣好行｜宜蘭東北角海岸線｜東北角玩水趣,https://www.kkday.com/zh-tw/product/122492,485,20220314,0,"[{'id': 'A01-001-00017', 'name': '宜蘭'}]",KKday
【大台北按摩推薦】昕悅 / 夏妍美容 SPA 券（需電話預約）,https://www.kkday.com/zh-tw/product/33057,1980,20220306,0,"[{'id': 'A01-001-00001', 'name': '台北'}, {'id': 'A01-001-00006', 'name': '新北市'}]",KKday
宜蘭｜傳統藝術中心門票＋來回交通票券＋DIY 課程｜一日暢遊套票,https://www.kkday.com/zh-tw/product/31525,600,20220311,5,"[{'id': 'A01-001-00001', 'name': '台北'}, {'id': 'A01-001-00017', 'name': '宜蘭'}]",KKday
台北出發｜ 9天8夜單車環島趣｜捷安特旅行社單車旅遊,https://www.kkday.com/zh-tw/product/125900,26800,20220409,0,"[{'id': 'A01-001-99999', 'name': '所有城市'}]",KKday
新竹出發｜ 9天8夜單車環島趣｜捷安特旅行社單車旅遊,https://www.kkday.com/zh-tw/product/126120,28200,20220507,0,"[{'id': 'A01-001-99999', 'name': '所有城市'}]",KKday
澎湖 | 潛水氣瓶出租&充氣 | 高氧 or 空氣 | 喬米潛水充氣站,https://www.kkday.com/zh-tw/product/126038,350,20220425,0,"[{'id': 'A01-001-99999', 'name': '所有城市'}]",KKday
高雄出發｜ 9天8夜單車環島趣｜捷安特旅行社單車旅遊,https://www.kkday.com/zh-tw/product/126132,26800,20220604,0,"[{'id': 'A01-001-99999', 'name': '所有城市'}]",KKday
台中出發｜ 9天8夜單車環島趣｜捷安特旅行社單車旅遊,https://www.kkday.com/zh-tw/product/125969,26800,20220430,0,"[{'id': 'A01-001-99999', 'name': '所有城市'}]",KKday
台灣金山｜磺港蹦火仔&金包里號出海體驗一日遊｜南港車站出發,https://www.kkday.com/zh-tw/product/127183,4900,20220429,0,"[{'id': 'A01-001-00001', 'name': '台北'}, {'id': 'A01-001-00006', 'name': '新北市'}]",KKday
宜蘭一日遊｜忍者村＆亞典蛋糕密碼館＆龍潭湖＆甲鳥園＆呂家魚丸米粉｜台北出發,https://www.kkday.com/zh-tw/product/125977,1350,20220310,0,"[{'id': 'A01-001-00017', 'name': '宜蘭'}]",KKday
【季節限定】苗栗大湖｜採草莓、大湖酒莊、花露農場莓好時光一日遊｜台中出發,https://www.kkday.com/zh-tw/product/126477,1499,20220311,0,"[{'id': 'A01-001-99999', 'name': '所有城市'}]",KKday
【南投日月潭】日月潭遊潭船票-日月潭最大的遊艇公司,https://www.kkday.com/zh-tw/product/125991,290,20220307,0,"[{'id': 'A01-001-00012', 'name': '南投'}]",KKday
台灣台中｜晶美術館當期展覽門票｜導覽體驗,https://www.kkday.com/zh-tw/product/126121,300,20220309,0,"[{'id': 'A01-001-00002', 'name': '台中'}]",KKday
綠島潛水 | 水肺潛水、體驗潛水(教練一對一、附贈水下照片.影片)｜海街日記潛水旅宿,https://www.kkday.com/zh-tw/product/126451,2450,20220308,0,"[{'id': 'A01-001-00018', 'name': '台東'}]",KKday
新竹竹北｜吉比鮮釀識酒館（GBA)｜導覽＆鮮釀啤酒試飲體驗,https://www.kkday.com/zh-tw/product/124732,200,20220310,0,"[{'id': 'A01-001-00009', 'name': '新竹'}, {'id': 'A01-001-99999', 'name': '所有城市'}]",KKday
